labels,values,title,value_heading
"['warmth', 'man', 'habit', 'gun']","[7, 2, 3, 4]",Sales statistics for different items,Units sold
"['tax', 'school', 'song', 'stick']","[9, 5, 6, 8]",Sales statistics for different items,Units sold
"['sky', 'visit', 'store', 'nation', 'rage', 'deck']","[5, 9, 4, 7, 6, 6]",Most preferred objects,Number of People
"['throat', 'camera', 'clouds', 'lumber', 'cup']","[6, 4, 7, 8, 2]",Title,Values
"['drop', 'rage', 'method', 'sand', 'steel', 'garden']","[20, 60, 50, 90, 40, 70]",Most preferred objects,Percent of People
"['age', 'island', 'rest', 'bus', 'none']","[3, 9, 6, 2, 7]",Sales statistics for different items,Units sold
"['smoke', 'skin', 'duty', 'mercy', 'top', 'design', 'merit', 'novel']","[9, -3, 2, -2, 7, 1, 1, 1]",Title,Values
"['east', 'dance']","[4, 4]",Most preferred objects,Number of People
"['drink', 'cut', 'stone', 'tone', 'budget', 'matter', 'worth']","[9, 9, 4, 1, 6, 1, 2]",Most preferred objects,Number of People
"['means', 'faint', 'memory']","[-6, 3, 5]",Title,Values
"['stock', 'string', 'nature', 'image', 'train', 'clock']","[20, 30, 80, 50, 70, 80]",Accuracy of different algorithms,Accuracy
"['crop', 'random', 'heat', 'laugh']","[3, 1, -6, -2]",Title,Values
"['night', 'chip']","[9, 9]",Title,Values
"['vote', 'harm', 'beer', 'arc', 'jazz', 'truth']","[5, 4, 5, 4, 9, 2]",Most preferred objects,Number of People
"['jazz', 'energy']","[60, 10]",Accuracy of different algorithms,Accuracy
"['seat', 'gate', 'tongue']","[6, 7, 2]",Sales statistics for different items,Units sold
"['movie', 'dear', 'help', 'cause', 'ear']","[8, 4, 6, 9, 3]",Accuracy of different algorithms,Accuracy
"['bureau', 'buffer']","[1000000, 10]",Title,Values
"['column', 'iodine', 'drift', 'fit', 'cell', 'idea', 'paint']","[7, 7, 5, 8, 4, 6, 7]",Sales statistics for different items,Units sold
"['widow', 'run', 'switch', 'pistol', 'snake', 'son']","[8, 9, 6, 8, 7, 8]",Accuracy of different algorithms,Accuracy
"['sample', 'hay', 'blood', 'demand', 'teeth']","[1000, 100000000, 100000, 10000000, 10000]",Title,Values
"['coach', 'honey']","[70, 80]",Accuracy of different algorithms,Accuracy
"['behalf', 'author', 'plant', 'aspect', 'part']","[80, 10, 40, 50, 50]",Accuracy of different algorithms,Accuracy
"['fund', 'affair', 'prize', 'barn', 'end', 'driver']","[9, 1, 8, 7, 8, 2]",Accuracy of different algorithms,Accuracy
"['lamp', 'corn', 'cloud', 'bill']","[2, -9, 9, 1]",Title,Values
"['paper', 'size', 'room', 'bundle', 'stand']","[2, 3, 8, 9, -5]",Title,Values
"['blue', 'profit', 'scope']","[10, 10, 10]",Most preferred objects,Percent of People
"['blind', 'ball', 'vertex', 'relief', 'summer']","[5, 8, 2, 8, 1]",Title,Values
"['powder', 'mass', 'midst', 'trust', 'cover', 'meat']","[70, 60, 40, 60, 40, 80]",Most preferred objects,Percent of People
"['pair', 'folk']","[50, 80]",Most preferred objects,Percent of People
"['taste', 'right', 'chain', 'order']","[9, 9, 5, 3]",Title,Values
"['vein', 'tone', 'sum', 'close', 'type', 'start', 'iron', 'arc']","[5, 1, 7, 9, 4, 1, 4, 7]",Accuracy of different algorithms,Accuracy
"['cold', 'today', 'credit', 'suite']","[20, 50, 20, 10]",Most preferred objects,Percent of People
"['cent', 'phase']","[50, 30]",Accuracy of different algorithms,Accuracy
"['south', 'grant', 'wash', 'critic', 'fury']","[7, 4, 8, 7, 8]",Sales statistics for different items,Units sold
"['round', 'victim', 'stuff']","[6, 5, 9]",Title,Values
"['flow', 'aim', 'score', 'site', 'file', 'dirt']","[2, 3, 2, 6, 8, 2]",Sales statistics for different items,Units sold
"['study', 'beach', 'view', 'drama']","[3, 5, 2, 3]",Title,Values
"['hotel', 'stock', 'movie', 'world', 'bit', 'chair', 'care']","[10, 80, 10, 40, 50, 60, 70]",Accuracy of different algorithms,Accuracy
"['mercy', 'suite', 'stage', 'degree']","[8, 7, 4, 3]",Accuracy of different algorithms,Accuracy
"['person', 'hunger', 'form']","[6, 6, 6]",Most preferred objects,Number of People
"['dust', 'soil', 'stream', 'bomb', 'pass', 'hat', 'fuel', 'cast', 'artist']","[9, 7, 1, 8, 9, 5, 5, 2, 2]",Accuracy of different algorithms,Accuracy
"['dealer', 'fit', 'scheme', 'cow', 'use', 'health', 'terror', 'trial']","[7, 2, 7, 9, 7, 1, 4, 1]",Title,Values
"['deal', 'camera']","[7, 9]",Title,Values
"['garden', 'roof', 'blonde', 'fit', 'file']","[2, 6, 2, 4, 1]",Most preferred objects,Number of People
"['error', 'dining', 'god', 'pistol', 'height', 'race', 'show', 'pile', 'jar']","[4, 6, 9, 1, 4, 6, 7, 7, 1]",Accuracy of different algorithms,Accuracy
"['charge', 'belt', 'queen', 'act', 'midst']","[8, 6, 8, 5, 8]",Title,Values
"['verse', 'case', 'cancer', 'buffer']","[8, 3, 5, 4]",Most preferred objects,Number of People
"['plan', 'level', 'drop', 'life']","[8, 4, 3, 7]",Accuracy of different algorithms,Accuracy
"['thick', 'jazz', 'inside']","[-8, 2, -8]",Title,Values
"['call', 'suite', 'opera', 'ear']","[9, 5, 6, 7]",Title,Values
"['spirit', 'plant']","[2, 9]",Most preferred objects,Number of People
"['search', 'budget', 'light', 'tail']","[1, -9, 0, 9]",Title,Values
"['buffer', 'closet', 'evil', 'data']","[8, 1, 1, 9]",Most preferred objects,Number of People
"['string', 'role', 'field']","[1, 8, 8]",Accuracy of different algorithms,Accuracy
"['crash', 'effect', 'week']","[4, 9, 2]",Most preferred objects,Number of People
"['theory', 'year', 'beat', 'object', 'part']","[10, 20, 70, 70, 60]",Accuracy of different algorithms,Accuracy
"['period', 'growth', 'core', 'forth', 'cream']","[9, 7, -1, 9, 5]",Title,Values
"['speech', 'flight', 'fruit', 'place', 'colony']","[5, 7, 8, 1, 6]",Sales statistics for different items,Units sold
"['word', 'strike', 'stop']","[6, 1, 5]",Accuracy of different algorithms,Accuracy
"['breath', 'sphere']","[3, 1]",Accuracy of different algorithms,Accuracy
"['fire', 'impact', 'body', 'closet', 'honey']","[8, 6, 4, -8, -2]",Title,Values
"['fish', 'yard', 'sample', 'plot', 'claim', 'grave', 'hill', 'gift', 'phrase']","[90, 40, 50, 80, 70, 40, 40, 20, 70]",Accuracy of different algorithms,Accuracy
"['roll', 'mine', 'bath', 'dog']","[1000000000, 1000000000, 1000, 100000000]",Title,Values
"['path', 'prize', 'affair', 'south', 'iron']","[1, 2, 6, 4, 1]",Title,Values
"['ratio', 'ten']","[8, 2]",Title,Values
"['food', 'ice', 'value', 'income']","[20, 90, 90, 10]",Accuracy of different algorithms,Accuracy
"['sewage', 'tone']","[5, 6]",Sales statistics for different items,Units sold
"['sample', 'danger', 'artery']","[90, 70, 80]",Title,Values
"['pond', 'stress']","[4, 3]",Title,Values
"['hero', 'door', 'credit']","[9, 8, 3]",Accuracy of different algorithms,Accuracy
"['pay', 'text', 'coffee']","[4, 6, 9]",Sales statistics for different items,Units sold
"['guilt', 'guard', 'motor', 'ballet', 'mode']","[9, 6, 3, 1, 7]",Most preferred objects,Number of People
"['deck', 'snow', 'mean']","[4, 1, 0]",Title,Values
"['wire', 'earth', 'score']","[40, 70, 50]",Title,Values
"['spot', 'draft', 'love', 'mean']","[10, 50, 60, 50]",Title,Values
"['skirt', 'temple', 'laugh', 'amount']","[10, 80, 90, 10]",Most preferred objects,Percent of People
"['guilt', 'page', 'refund', 'murder', 'dirt', 'height']","[70, 10, 20, 90, 60, 50]",Most preferred objects,Percent of People
"['sleep', 'plain', 'silver', 'care']","[1, 3, 2, 9]",Title,Values
"['radio', 'state']","[3, 1]",Sales statistics for different items,Units sold
"['earth', 'trust', 'weapon', 'cloud', 'color']","[9, 4, 5, 2, 6]",Accuracy of different algorithms,Accuracy
"['lobby', 'fan', 'serum']","[40, 0, 30]",Accuracy of different algorithms,Accuracy
"['sky', 'care', 'fiber', 'chorus', 'talk', 'speech']","[9, 3, 7, 7, 4, 9]",Sales statistics for different items,Units sold
"['secret', 'rock', 'sitter', 'race', 'event']","[50, 30, 60, 60, 10]",Accuracy of different algorithms,Accuracy
"['trail', 'grain', 'fist']","[8, 8, 8]",Sales statistics for different items,Units sold
"['stream', 'check', 'defeat', 'book']","[9, 7, 7, 4]",Most preferred objects,Number of People
"['legend', 'anyone', 'wit', 'screen', 'plug', 'corps', 'sorry']","[1, 6, 9, 1, 4, 7, 5]",Sales statistics for different items,Units sold
"['jazz', 'coal', 'review']","[9, 8, 9]",Accuracy of different algorithms,Accuracy
"['yield', 'land', 'leader']","[4, 4, 8]",Accuracy of different algorithms,Accuracy
"['bridge', 'man']","[3, 3]",Most preferred objects,Number of People
"['player', 'dust', 'bird', 'view']","[7, 6, 8, 2]",Sales statistics for different items,Units sold
"['pot', 'dive', 'shop']","[8, 5, 7]",Title,Values
"['fish', 'twelve', 'bureau']","[8, 9, 8]",Sales statistics for different items,Units sold
"['string', 'issue', 'barrel']","[3, 8, 6]",Most preferred objects,Number of People
"['doctor', 'soil', 'regime', 'novel']","[4, 5, 8, 3]",Most preferred objects,Number of People
"['escape', 'brick']","[3, 5]",Title,Values
"['museum', 'hell']","[4, 8]",Sales statistics for different items,Units sold
"['union', 'course', 'week', 'buffer', 'player', 'wagon', 'track']","[7, 1, 3, 2, 8, 1, 9]",Title,Values
"['horror', 'wise', 'base', 'reply', 'song', 'scope', 'prize']","[6, 3, 2, 2, 6, 7, 5]",Title,Values
"['rage', 'sight', 'love', 'drunk', 'sir', 'desire', 'coal']","[7, 3, 4, 1, 5, 7, 3]",Most preferred objects,Number of People
"['stress', 'beauty']","[40, 90]",Accuracy of different algorithms,Accuracy
"['mess', 'sand', 'yield', 'notice', 'merger', 'dancer']","[100, 1000000000, 10, 1000, 100000000, 1000000]",Title,Values
"['box', 'profit']","[30, 30]",Title,Values
"['myth', 'guitar', 'fence']","[8, 6, -2]",Title,Values
"['powder', 'latter', 'drama', 'mold', 'stroke']","[80, 90, 40, 40, 60]",Accuracy of different algorithms,Accuracy
"['cool', 'mud']","[4, 0]",Title,Values
"['guest', 'day', 'ship']","[20, 80, 90]",Accuracy of different algorithms,Accuracy
"['view', 'artist', 'stock', 'worker']","[7, 7, 4, 2]",Title,Values
"['girl', 'honor', 'fee', 'need', 'rise', 'home']","[10, 30, 10, 30, 0, 40]",Title,Values
"['nose', 'cast', 'bureau']","[2, 7, 4]",Title,Values
"['blow', 'flood', 'shade']","[5, 5, 9]",Accuracy of different algorithms,Accuracy
"['head', 'source', 'wagon', 'wage', 'future', 'cat', 'grave']","[70, 40, 40, 80, 40, 60, 60]",Title,Values
"['comedy', 'honey', 'season']","[9, 2, 2]",Title,Values
"['truth', 'canvas', 'excuse', 'fall', 'honey', 'fee', 'value']","[40, 60, 30, 30, 50, 90, 30]",Title,Values
"['dive', 'wit', 'lock', 'widow', 'award']","[9, 2, 4, 9, 7]",Most preferred objects,Number of People
"['shade', 'wisdom', 'note', 'flavor', 'dinner', 'piano']","[60, 10, 10, 40, 20, 70]",Title,Values
"['grave', 'grant', 'work', 'oil']","[50, 60, 70, 60]",Accuracy of different algorithms,Accuracy
"['guitar', 'youth', 'flux']","[5, 9, 3]",Title,Values
"['arc', 'means', 'close', 'drive']","[5, 7, 4, 9]",Title,Values
"['leg', 'engine', 'sphere', 'wage', 'hair', 'shot', 'amount', 'seat', 'plenty']","[9, 9, 8, 9, 9, 4, 4, 7, 5]",Sales statistics for different items,Units sold
"['fee', 'luck', 'range', 'prison', 'fire', 'mass', 'world']","[5, 4, 2, 3, 6, 8, 8]",Sales statistics for different items,Units sold
"['pack', 'news', 'bullet', 'clay', 'front', 'food']","[4, 6, 1, 6, 3, 4]",Most preferred objects,Number of People
"['faint', 'poem', 'star']","[90, 60, 70]",Title,Values
"['while', 'minute', 'farm', 'grip', 'scene', 'wood', 'dress']","[1, 6, 3, 6, 5, 1, 5]",Accuracy of different algorithms,Accuracy
"['sweat', 'tip']","[7, 9]",Accuracy of different algorithms,Accuracy
"['tube', 'sun', 'scale', 'sight', 'feed', 'luck', 'ear', 'terror']","[6, 8, 2, 2, 9, 9, 3, 8]",Sales statistics for different items,Units sold
"['height', 'dance', 'ground', 'cap']","[0, 7, 5, 4]",Title,Values
"['heat', 'gay', 'pond', 'gift', 'coast', 'cream']","[8, 9, 7, 2, 5, 4]",Accuracy of different algorithms,Accuracy
"['living', 'sewage', 'sight', 'weight', 'mile', 'chip']","[9, 4, 4, 6, 1, 8]",Most preferred objects,Number of People
"['score', 'train', 'safety', 'police', 'axis', 'length', 'fist', 'beer']","[3, 2, 7, 4, 5, 8, 4, 9]",Accuracy of different algorithms,Accuracy
"['water', 'legs', 'meat', 'moon', 'beer', 'risk']","[6, 4, 8, 5, 9, 2]",Title,Values
"['drink', 'fan']","[2, 1]",Most preferred objects,Number of People
"['laugh', 'sign', 'snow', 'manner', 'blind', 'fear']","[2, 9, 4, 8, 8, 9]",Sales statistics for different items,Units sold
"['bay', 'bureau', 'earth', 'lack', 'crime', 'reason', 'manner']","[10, 70, 20, 40, 50, 30, 80]",Title,Values
"['person', 'rage', 'factor', 'flash', 'queen']","[20, 90, 70, 40, 70]",Most preferred objects,Percent of People
"['chip', 'impact', 'source']","[6, 7, 8]",Accuracy of different algorithms,Accuracy
"['basket', 'summer']","[70, 60]",Most preferred objects,Percent of People
"['search', 'minute', 'sale', 'drama', 'trade']","[80, 30, 10, 70, 10]",Accuracy of different algorithms,Accuracy
"['lamp', 'carbon', 'gyro']","[7, 6, 5]",Accuracy of different algorithms,Accuracy
"['set', 'inside']","[9, 2]",Accuracy of different algorithms,Accuracy
"['cloth', 'sport', 'shirt', 'crop']","[8, 2, 8, 8]",Sales statistics for different items,Units sold
"['place', 'player', 'tree', 'behalf', 'body', 'legend']","[3, 3, 8, 5, 7, 4]",Sales statistics for different items,Units sold
"['memory', 'bread', 'plane', 'threat']","[4, 4, 2, 8]",Sales statistics for different items,Units sold
"['lack', 'lead']","[8, 9]",Title,Values
"['top', 'poetry', 'river']","[8, 9, 8]",Accuracy of different algorithms,Accuracy
"['scheme', 'prize', 'studio']","[1000000, 100000, 1000]",Title,Values
"['sleep', 'field', 'angle']","[30, 70, 50]",Title,Values
"['mother', 'flesh']","[40, 50]",Most preferred objects,Percent of People
"['rush', 'radio', 'inside', 'flash', 'random', 'clerk', 'bent']","[1, 6, 9, 8, 6, 6, 5]",Title,Values
"['clouds', 'mass', 'half', 'pond']","[5, 8, 2, 5]",Accuracy of different algorithms,Accuracy
"['plug', 'rhythm', 'habit', 'luxury', 'sand', 'behalf']","[10, 10, 60, 10, 20, 90]",Most preferred objects,Percent of People
"['wait', 'bomb', 'spring']","[1, 2, 4]",Title,Values
"['belief', 'while']","[2, 7]",Accuracy of different algorithms,Accuracy
"['twenty', 'cream', 'fan', 'vice', 'era']","[7, 1, 4, 6, 9]",Accuracy of different algorithms,Accuracy
"['ward', 'dozen', 'chair', 'herd', 'market']","[60, 80, 90, 50, 50]",Title,Values
"['object', 'gay', 'joy', 'fuel', 'school', 'type']","[8, 8, 0, 4, 8, 2]",Title,Values
"['trap', 'bit', 'beat', 'circle', 'front']","[2, 9, 3, 3, 7]",Sales statistics for different items,Units sold
"['melody', 'train', 'weapon', 'rail', 'joke']","[10, 50, 20, 80, 50]",Accuracy of different algorithms,Accuracy
"['blonde', 'tape', 'fruit']","[5, 7, 6]",Accuracy of different algorithms,Accuracy
"['gift', 'impact']","[4, 8]",Accuracy of different algorithms,Accuracy
"['cellar', 'scheme', 'plan']","[1, 6, 3]",Accuracy of different algorithms,Accuracy
"['buffer', 'bed', 'mud', 'ball']","[8, 8, 5, 1]",Title,Values
"['pile', 'harbor', 'living', 'lamp']","[3, 4, 6, 7]",Title,Values
"['work', 'axis', 'merit', 'wave']","[60, 20, 40, 50]",Title,Values
"['labor', 'look', 'cry']","[6, 4, 1]",Most preferred objects,Number of People
"['hotel', 'host', 'barn', 'tire', 'mail', 'gain']","[90, 30, 50, 20, 40, 70]",Accuracy of different algorithms,Accuracy
"['brick', 'tie', 'day', 'heart']","[10000, 100000000, 10000000, 10]",Title,Values
"['victim', 'habit', 'butter', 'wait', 'city', 'iodine', 'charge']","[30, 70, 10, 10, 40, 20, 30]",Title,Values
"['card', 'bundle']","[90, 30]",Most preferred objects,Percent of People
"['time', 'artist', 'ring', 'knife', 'tent', 'blonde']","[9, 8, 2, 6, 4, 7]",Most preferred objects,Number of People
"['guilt', 'noise', 'roof', 'motel', 'floor', 'wall']","[2, 9, 7, 3, 3, 5]",Title,Values
"['tea', 'suite']","[6, 3]",Accuracy of different algorithms,Accuracy
"['pilot', 'luxury', 'item', 'bullet']","[10, 70, 20, 90]",Title,Values
"['color', 'wave', 'panel', 'debate']","[90, 50, 90, 40]",Most preferred objects,Percent of People
"['pencil', 'hope', 'male']","[6, 1, 5]",Title,Values
"['foam', 'studio']","[1, 6]",Most preferred objects,Number of People
"['serum', 'news']","[4, 6]",Accuracy of different algorithms,Accuracy
"['gun', 'hero', 'opera', 'vacuum', 'cycle', 'claim', 'thirty', 'shame']","[2, 1, 6, 1, 3, 6, 5, 4]",Most preferred objects,Number of People
"['finger', 'flood']","[5, 7]",Most preferred objects,Number of People
"['sphere', 'market', 'engine', 'garage', 'female', 'pencil']","[3, 2, 5, 7, 1, 5]",Title,Values
"['midst', 'fall', 'sample', 'uncle', 'dirt']","[50, 40, 90, 80, 10]",Most preferred objects,Percent of People
"['agent', 'disk', 'brain', 'oil', 'melody']","[3, 7, 1, 4, 3]",Most preferred objects,Number of People
"['outfit', 'heat', 'sky', 'pond', 'show']","[1, 1, 8, 2, 4]",Sales statistics for different items,Units sold
"['name', 'brand']","[3, 5]",Accuracy of different algorithms,Accuracy
"['ear', 'prison']","[60, 20]",Title,Values
"['coal', 'vector', 'trail', 'harbor', 'sky', 'shift', 'brief', 'bowl']","[6, 8, 8, 3, 4, 7, 1, 9]",Title,Values
"['auto', 'stem', 'string', 'deck', 'rain']","[7, 6, 2, 1, 3]",Most preferred objects,Number of People
"['song', 'nation', 'sheet', 'belt', 'pain', 'diet', 'track']","[7, 4, 3, 3, 2, 2, 8]",Title,Values
"['laugh', 'talk', 'stock', 'news']","[60, 80, 50, 70]",Most preferred objects,Percent of People
"['drink', 'gang', 'mile']","[30, 30, 10]",Accuracy of different algorithms,Accuracy
"['twenty', 'ice', 'worry', 'speech', 'poetry']","[80, 70, 40, 80, 80]",Accuracy of different algorithms,Accuracy
"['nature', 'pay', 'writer']","[4, 5, 8]",Title,Values
"['lawyer', 'wit', 'plain', 'help', 'hold', 'worth']","[6, 3, 4, 7, 7, 2]",Accuracy of different algorithms,Accuracy
"['excuse', 'scheme', 'spite']","[10, 0, 90]",Most preferred objects,Percent of People
"['money', 'hen', 'cry', 'beach']","[5, 5, 1, 2]",Accuracy of different algorithms,Accuracy
"['merit', 'mud']","[70, 90]",Accuracy of different algorithms,Accuracy
"['era', 'plan', 'value', 'beam', 'device']","[3, 9, 6, 9, 6]",Most preferred objects,Number of People
"['crime', 'ease', 'pair', 'square', 'hunger', 'state', 'diet']","[20, 70, 50, 0, 20, 40, 0]",Most preferred objects,Percent of People
"['legs', 'bond', 'gyro', 'wood', 'row', 'guest']","[6, 5, 3, 6, 6, 7]",Most preferred objects,Number of People
"['prize', 'worth', 'grant', 'radar', 'chorus', 'wash']","[2, 6, 0, 9, 7, 8]",Title,Values
"['chorus', 'fault', 'parade', 'slave', 'beef', 'tale', 'center']","[80, 60, 90, 40, 80, 40, 20]",Accuracy of different algorithms,Accuracy
"['iron', 'crowd', 'stairs', 'fan', 'pay', 'theme']","[2, 9, 3, 2, 4, 6]",Most preferred objects,Number of People
"['injury', 'clerk', 'round', 'flash', 'height', 'plant', 'youth']","[3, 1, 1, 7, 9, 1, 7]",Accuracy of different algorithms,Accuracy
"['blind', 'clock', 'temple', 'period', 'credit', 'shock']","[7, 2, 1, 1, 4, 2]",Sales statistics for different items,Units sold
"['edge', 'grain']","[6, 2]",Accuracy of different algorithms,Accuracy
"['notion', 'sort', 'glance', 'budget', 'eye', 'horse', 'jury', 'stream', 'shot']","[70, 40, 80, 90, 40, 30, 80, 90, 50]",Accuracy of different algorithms,Accuracy
